orig_string	country	city	city_wd	parent_institution_normalized	parent_type	parent_wd	parent_wikidata_uri	parent_reconci	parent_factgrid	parent_ROR	parent_ROR_link	parent_url	institutional_subunit_normalized	subunit_wd	subunit_wikidata_uri	subunit_reconci	subunit_factgrid	subunit_ROR	subunit_ROR_link	subunit_url
Bergische Universität Wuppertal	Deutschland	Wuppertal	Q2107	Bergische Universität Wuppertal	Universität	Q447953	http://www.wikidata.org/entity/Q447953	Bergische Universität Wuppertal		00613ak93	https://ror.org/00613ak93									
Herzog August Bibliothek Wolfenbüttel	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Berlin	Deutschland	Berlin	Q64																	
Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland	Deutschland	Berlin	Q64	Berlin-Brandenburgische Akademie der Wissenschaften	Akademie	Q219989	http://www.wikidata.org/entity/Q219989	Berlin-Brandenburgische Akademie der Wissenschaften	Q230420	05jgq9443	https://ror.org/05jgq9443									
Centre for Contemporary and Digital History (C2DH) Luxembourg University	Luxemburg	Luxemburg	Q1842	Universität Luxemburg	Universität	Q59668	http://www.wikidata.org/entity/Q59668	Universität Luxemburg		036x5ad56	https://ror.org/036x5ad56		Centre for Contemporary and Digital History (C2DH)	Q74434404	http://www.wikidata.org/entity/Q74434404	Luxembourg Centre for Contemporary and Digital History (C2DH)				
College of Engineering, Trivandrum, Indien	Indien			College of Engineering Trivandrum		Q5146700	http://www.wikidata.org/entity/Q5146700	College of Engineering Trivandrum												
College of Social Sciences and Humanities at the Northeastern University, USA	USA			Northeastern University	Universität	Q37548	http://www.wikidata.org/entity/Q37548	Northeastern University		04t5xt781	https://ror.org/04t5xt781		College of Social Sciences and Humanities							
Deutsche Nationalbibliothek Arbeitsstelle für Standardisierung, Leipzig	Deutschland	Leipzig	Q2079	Deutsche Nationalbibliothek	Bibliothek	Q27302	http://www.wikidata.org/entity/Q27302	Deutsche Nationalbibliothek	Q97320	01n7gem85	https://ror.org/01n7gem85		Arbeitsstelle für Standardisierung							
Deutsche Nationalbibliothek, Deutschland	Deutschland			Deutsche Nationalbibliothek	Bibliothek	Q27302	http://www.wikidata.org/entity/Q27302	Deutsche Nationalbibliothek	Q97320	01n7gem85	https://ror.org/01n7gem85									
Deutsche Nationalbibliothek	Deutschland			Deutsche Nationalbibliothek	Bibliothek	Q27302	http://www.wikidata.org/entity/Q27302	Deutsche Nationalbibliothek	Q97320	01n7gem85	https://ror.org/01n7gem85									
Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg, Marburg	Deutschland	Marburg	Q3869	Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg	Bibliothek	Q28734805	http://www.wikidata.org/entity/Q28734805	Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg												
Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin	Deutschland	Berlin	Q64	Deutsches Forschungszentrum für Künstliche Intelligenz		Q896469	http://www.wikidata.org/entity/Q896469	Deutsches Forschungszentrum für Künstliche Intelligenz		01ayc5b57	https://ror.org/01ayc5b57									
"DFG Graduierten Kolleg ""Modell Romantik"""	Deutschland			"DFG Graduierten Kolleg ""Modell Romantik"""																
Jena University Language & Information Engineering Lab (JULIE Lab)	Deutschland	Jena	Q3150	Friedrich-Schiller-Universität Jena	Universität	Q154561	http://www.wikidata.org/entity/Q154561	Friedrich-Schiller-Universität Jena	Q21880	05qpz1x62	https://ror.org/05qpz1x62		Language & Information Engineering Lab							
Ella Media GmbH				Ella Media GmbH	Unternehmen															
English Department at the University of California, USA	USA			University of California	Universität								English Department							
ETH Zürich, Schweiz	Schweiz	Zürich	Q72	ETH Zürich	Universität	Q11942	http://www.wikidata.org/entity/Q11942	ETH Zürich	Q248208	05a28rw58	https://ror.org/05a28rw58									
Fachhochschule Potsdam, Deutschland	Deutschland	Potsdam	Q1711	Fachhochschule Potsdam	Fachhochschule	Q896706	http://www.wikidata.org/entity/Q896706	Fachhochschule Potsdam		012m9bp23	https://ror.org/012m9bp23									
Fachhochschule Potsdam, Fachbereich Informationswissenschaften, RDMO, Deutschland	Deutschland	Potsdam	Q1711	Fachhochschule Potsdam	Fachhochschule	Q896706	http://www.wikidata.org/entity/Q896706	Fachhochschule Potsdam		012m9bp23	https://ror.org/012m9bp23									
Fachhochschule Potsdam	Deutschland	Potsdam	Q1711	Fachhochschule Potsdam	Fachhochschule	Q896706	http://www.wikidata.org/entity/Q896706	Fachhochschule Potsdam		012m9bp23	https://ror.org/012m9bp23									
FAU Erlangen, Deutschland	Deutschland	Erlangen, Nürnberg		Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57									
FAU Erlangen-Nürnberg, Deutschland	Deutschland	Erlangen, Nürnberg		Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57									
FAU Erlangen-Nürnberg, Informatik, Deutschland	Deutschland	Erlangen, Nürnberg		Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57		Institut für Informatik							
Bibliotheca Hertziana, Rom, Italien	Italien	Rom	Q220	Bibliotheca Hertziana - Max-Planck-Institut für Kunstgeschichte		Q339759	http://www.wikidata.org/entity/Q339759	Bibliotheca Hertziana	Q389122	04g6zen34	https://ror.org/04g6zen34									
Folkwang Universität der Künste Essen	Deutschland	Essen	Q2066	Folkwang Universität der Künste Essen		Q521612	http://www.wikidata.org/entity/Q521612	Folkwang Universität der Künste		03gf02c22	https://ror.org/03gf02c22									
Forschungsverbund Marbach Weimar Wolfenbüttel, Deutschland	Deutschland			Forschungsverbund Marbach Weimar Wolfenbüttel	Forschungsverbund	Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Forschungsverbund MWW, Herzog August Bibliothek Wolfenbüttel, Deutschland	Deutschland			Forschungsverbund MWW | Herzog August Bibliothek Wolfenbüttel	Forschungsverbund	Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Freie Universität Berlin, Deutschland	Deutschland	Berlin	Q64	Freie Universität Berlin	Universität	Q153006	http://www.wikidata.org/entity/Q153006	Freie Universität Berlin	Q77342	046ak2485	https://ror.org/046ak2485									
Friedrich-Alexander-Universität Erlangen-Nürnberg	Deutschland			Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57									
Friedrich-Schiller-Universität Jena, Deutschland	Deutschland	Jena	Q3150	Friedrich-Schiller-Universität Jena	Universität	Q154561	http://www.wikidata.org/entity/Q154561	Friedrich-Schiller-Universität Jena	Q21880	05qpz1x62	https://ror.org/05qpz1x62									
Georg-August Universität Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73									
Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung, Deutschland	Deutschland			Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung		Q1503374	http://www.wikidata.org/entity/Q1503374	Leibniz-Institut für Bildungsmedien – Georg-Eckert-Institut	Q272441	01hnv8x68	https://ror.org/01hnv8x68									
GrazMuseum	Österreich	Graz	Q13298	GrazMuseum	Museum	Q1368160	http://www.wikidata.org/entity/Q1368160	Graz Museum												
Hamburg	Deutschland	Hamburg	Q1055																	
Heinrich-Heine-Universität Düsseldorf	Deutschland	Düsseldorf	Q1718	Heinrich-Heine-Universität Düsseldorf	Universität	Q317032	http://www.wikidata.org/entity/Q317032	Heinrich-Heine-Universität Düsseldorf		024z2rq82	https://ror.org/024z2rq82									
Herzog August Bibliothek Wolfenbüttel, Deutschland	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Herzog-August-Bibliothek Wolfenbüttel, Deutschland	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Higher School of Economics Moskau, Russland	Russland	Moskau	Q649	National Research University Higher School of Economics	Universität	Q1959511	http://www.wikidata.org/entity/Q1959511	Nationale Forschungsuniversität - Hochschule der Wirtschaftswissenschaft		055f7t516	https://ror.org/055f7t516									
Higher School of Economics, Moskau, Russland	Russland	Moskau	Q649	National Research University Higher School of Economics	Universität	Q1959511	http://www.wikidata.org/entity/Q1959511	Nationale Forschungsuniversität - Hochschule der Wirtschaftswissenschaft		055f7t516	https://ror.org/055f7t516									
Historische Kommission bei der Bayerischen Akademie der Wissenschaften, Deutschland	Deutschland	München	Q1726	Bayerische Akademie der Wissenschaften	Akademie	Q684415	http://www.wikidata.org/entity/Q684415	Bayerische Akademie der Wissenschaften	Q164305	001rdaz60	https://ror.org/001rdaz60		Historische Kommission bei der Bayerischen Akademie der Wissenschaften	Q1419226	http://www.wikidata.org/entity/Q1419226	Historische Kommission bei der Bayerischen Akademie der Wissenschaften				
Hochschule Darmstadt, Fachbereich Media, HeFDI, Deutschland	Deutschland	Darmstadt	Q2973	Hochschule Darmstadt	Universität	Q284992	http://www.wikidata.org/entity/Q284992	Hochschule Darmstadt		047wbd030	https://ror.org/047wbd030									
Hochschule für Angewandte Wissenschaften Hamburg	Deutschland	Hamburg	Q1055	Hochschule für Angewandte Wissenschaften Hamburg	Fachhochschule	Q913987	http://www.wikidata.org/entity/Q913987	Hochschule für Angewandte Wissenschaften Hamburg		00fkqwx76	https://ror.org/00fkqwx76									
Hochschule für Jüdische Studien Heidelberg, Deutschland	Deutschland	Heidelberg	Q2966	Hochschule für Jüdische Studien Heidelberg		Q1622186	http://www.wikidata.org/entity/Q1622186	Hochschule für Jüdische Studien		052gzq419	https://ror.org/052gzq419									
Hochschule Luzern, Schweiz	Schweiz	Luzern	Q4191	Hochschule Luzern		Q664028	http://www.wikidata.org/entity/Q664028	Hochschule Luzern		04nd0xd48	https://ror.org/04nd0xd48									
Hochschule Mainz, Deutschland	Deutschland	Mainz	Q1720	Hochschule Mainz		Q459724	http://www.wikidata.org/entity/Q459724	Hochschule Mainz	Q452532	02re32a17	https://ror.org/02re32a17									
Höchstleistungsrechenzentrum Stuttgart	Deutschland	Stuttgart	Q1022	Höchstleistungsrechenzentrum Stuttgart		Q1643268	http://www.wikidata.org/entity/Q1643268	Höchstleistungsrechenzentrum Stuttgart												
HS Mainz, Deutschland	Deutschland	Mainz	Q1720	Hochschule Mainz		Q459724	http://www.wikidata.org/entity/Q459724	Hochschule Mainz	Q452532	02re32a17	https://ror.org/02re32a17									
HSE University, Russland	Russland	Moskau	Q649	National Research University Higher School of Economics	Universität	Q1959511	http://www.wikidata.org/entity/Q1959511	Nationale Forschungsuniversität - Hochschule der Wirtschaftswissenschaft		055f7t516	https://ror.org/055f7t516									
HTWK Leipzig, Deutschland	Deutschland	Leipzig	Q2079	Hochschule für Technik, Wirtschaft und Kultur Leipzig	Fachhochschule	Q1622216	http://www.wikidata.org/entity/Q1622216	Hochschule für Technik, Wirtschaft und Kultur Leipzig		03xgcq477	https://ror.org/03xgcq477									
HTWK Leipzig	Deutschland	Leipzig	Q2079	Hochschule für Technik, Wirtschaft und Kultur Leipzig	Fachhochschule	Q1622216	http://www.wikidata.org/entity/Q1622216	Hochschule für Technik, Wirtschaft und Kultur Leipzig		03xgcq477	https://ror.org/03xgcq477									
Humboldt Universität Berlin	Deutschland	Berlin	Q64	Humboldt-Universität zu Berlin	Universität	Q152087	http://www.wikidata.org/entity/Q152087	Humboldt-Universität zu Berlin	Q22837	01hcx6992	https://ror.org/01hcx6992									
Humboldt-Universität zu Berlin, Deutschland	Deutschland	Berlin	Q64	Humboldt-Universität zu Berlin	Universität	Q152087	http://www.wikidata.org/entity/Q152087	Humboldt-Universität zu Berlin	Q22837	01hcx6992	https://ror.org/01hcx6992									
Institut für Digital Humanities, Universität zu Köln, Deutschland	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Institut für Digital Humanities							
Institut für Kunstgeschichte, Ludwig-Maximilians-Universität München, Deutschland	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55		Institut für Kunstgeschichte							
Institut für Literaturwissenschaft / Digital Humanities der Universität Stuttgart	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77		Institut für Literaturwissenschaft / Digital Humanities							
Institut für maschinelle Sprachverarbeitung der Universität Stuttgart	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77		Institut für Maschinelle Sprachverarbeitung	Q101391432	http://www.wikidata.org/entity/Q101391432	Universität Stuttgart Institut für Maschinelle Sprachverarbeitung				
Interdisziplinäres Zentrum für Mittelalter und Frühneuzeit, Universität Salzburg	Österreich	Salzburg	Q34713	Universität Salzburg	Universität	Q27265	http://www.wikidata.org/entity/Q27265	Universität Salzburg	Q99334	05gs8cd61	https://ror.org/05gs8cd61		Interdisziplinäres Zentrum für Mittelalter und Frühneuzeit							
IT-Gruppe Geisteswissenschaften, Ludwig-Maximilians-Universität München, Deutschland	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55		IT-Gruppe Geisteswissenschaften							
IZdigital, Friedrich-Alexander-Universität Erlangen-Nürnberg	Deutschland	Erlangen, Nürnberg		Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57		IZdigital	Q107176841	http://www.wikidata.org/entity/Q107176841	Interdisziplinäres Zentrum für Digitale Geistes- und Sozialwissenschaften				
Jena University Language & Information Engineering Lab (JULIE Lab)	Deutschland	Jena	Q3150	Friedrich-Schiller-Universität Jena	Universität	Q154561	http://www.wikidata.org/entity/Q154561	Friedrich-Schiller-Universität Jena	Q21880	05qpz1x62	https://ror.org/05qpz1x62		Language & Information Engineering Lab							
JGU Mainz, Deutschland	Deutschland	Mainz	Q1720	Johannes Gutenberg-Universität Mainz	Universität	Q161982	http://www.wikidata.org/entity/Q161982	Johannes Gutenberg-Universität Mainz	Q80405	023b0x485	https://ror.org/023b0x485									
JMU Würzburg, Deutschland	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24									
Julius-Maximilians-Universität Würzburg, Deutschland	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24									
